id,variant_1,variant_2,variant_3,variant_4,variant_5,variant_6,variant_7,variant_8,variant_9
736,"IiSundarbans zigubungela indawo eyi-3,850 km², apho malunga nesinye kwisithathu sigutyungelwe ngamanzi / kwiindawo ezinomgxobhozo.",,,,,,,,
737,"Ukusukela ngo1966 i-Sundabans yindawayo yendalo yasendle, futhi ngoku kuyaqikelelwa ba kukho iingwe zee-Royal Bengali eziyi-400 namahlumela achokoziweyo ayi-30,000 engingqini.",,,,,,,,
738,"Ibhasi zishiya isitishi I inter -district( ngapha komlambo) imini yonke,nangona unizi, ikakhulu ezo zibheka ngase east nase Jakar/Bumthang zihamba phakathi ko-06:30 no-07:30.","Ibhasi zishiya isitishi a inter -district( ngapha komlambo) imini yonke,nangona unizi, ikakhulu ezo zibheka ngase east nase Jakar/Bumthang zihamba phakathi ko-06:30 no-07:30.","Ibhasi zishiya isitishi b inter -district( ngapha komlambo) imini yonke,nangona unizi, ikakhulu ezo zibheka ngase east nase Jakar/Bumthang zihamba phakathi ko-06:30 no-07:30.",,,,,,
739,"Nanjengoko iibhasi zesisithili zisoloko sigcwele, uyacetyiswa ukuba uthenge itikiti kuselithuba.",,,,,,,,
740,"Izithili ezininzi zithuthwa zibhasi ezincinci zeJapanese Coaster, ezisemgangathweni zihamba nakakuhle.",,,,,,,,
741,"Iteksi ozikhwela nabanye abantu yindlela ekhawulezayo nemnandi yokuya kwiindawo ezikufutshane, njengaseParo (Nu150) nasePunakha (Nu 200).",,,,,,,,
742,Ibhulorho yoMlambo iOyapock yibhulorho ehlala intambo. Inqumla uMlambo iOyapock ukudibanisa izixeko zaseOiapoque eBrazil naseSaint-Georges de l'Oyapock eFrench Guiana.,,,,,,,,
743,"Izakhiwo ezide ezibini zenyuka ukuya kuma kubude be 83 meters, iyi 378 meters ubude inendlela ezimbini ezingange 3.50 m ububanzi.",,,,,,,,
744,Ukucaca okuflethi phantsi kwebhoro kuyi 15 meters. Ukwakhiwa kwagqitywa ngo August 2011 zange ivulelwe izithuthi kwade kwango March 2017.,,,,,,,,
745,"Ibhulorho icwangciselwe ukuba isebenze ngokupheleleyo ngoSeptemba 2017, xa iindawo zokukhangela amasiko eBrazil kulindeleke ukuba zigqitywe.",,,,,,,,
746,I Guaraní yayingawona maqela ayebalulekile emveli ehlala apho sithi ngoku kuse Eastern Paraguay ephila ubomi bokuzingela bekwasebenzisa ukulima ukuze baphile.,a Guaraní yayingawona maqela ayebalulekile emveli ehlala apho sithi ngoku kuse Eastern Paraguay ephila ubomi bokuzingela bekwasebenzisa ukulima ukuze baphile.,b Guaraní yayingawona maqela ayebalulekile emveli ehlala apho sithi ngoku kuse Eastern Paraguay ephila ubomi bokuzingela bekwasebenzisa ukulima ukuze baphile.,,,,,,
747,"Ummandla weeChaco wawulikhaya kumaqela ezizwe zomthonyama ezifana namaGuaycurú namaPayaguá, ezaziphila ngokuzingela, ngokuvuna nangokuloba.",,,,,,,,
748,"Kwinkulungwane ye-16th iParaguay, eyayifudula ibizwa nge ""The Giant Province of the Indies"", yasungulwa ngenxa yokuhlaselwa kwabeyisi bamaSpanish kunye namaqela enzalelwane zalapho.",,,,,,,,
749,Ama-Spanish aqale ixesha lokuthathela kuwo amanye amazwe elithatha iinkulungwane ezintathu.,,,,,,,,
750,"Ukususela ekusekweni kweAsunción ngo-1537, iParaguay ikwazile ukugcina imveli yayo.",,,,,,,,
751,IArgentina yaziwa ngokuba lelinye lamaqela anabadlali abaphambili kwipolo kunye nabadlali ehlabathini.,,,,,,,,
752,Eyona tumente inkulu yonyaka iba ngoDecember kumapala ezemidlalo ye-polo eLas Cañitas.,,,,,,,,
753,Iithonamenti ezincincane nemidlalo ziyakwazi nokubukelwa apha ngamanye amaxesha onyaka.,,,,,,,,
754,"Ukufumana iindaba kwiitumente kunye nalapho ungathenga khona amatikiti kwimidlalo yepolo, jonga iAsociacion Argentina de Polo.",,,,,,,,
755,Imali yelizwe esemthethweni yaseFalklands yiponti yaseFalkland (FKP) ixabiso layo libekwe lalingan neponti yaseBritani (GBP).,,,,,,,,
756,Imali ingatshintshiselwa kwibhanki ekuphela kwayo kwiziqithi ezibekwe eStanley ngaphaya kwivenkile yeFIC West.,,,,,,,,
757,Iiponti zaseBritane ziya kwamkelwa ngokubanzi naphi na kwiziqithi kwaye ngaphakathi kwamakhadi etyala aseStanley nakwiidola zaseMelika zihlala zamkelwe.,,,,,,,,
758,"Kwiziqithi zangaphandle amakhasi emali angangamkelwa, kodwa imali yase-Britani neyase-Melika ingamkelwa; jonga kwabanikazi phambikofika ukwenzela ukwazi ukubayeyiphi indlela yokuhlawula eyaneleyo.",,,,,,,,
759,"Phantse akukwazeki ukutshintsha imali I-Falklands ngaphandle kwessiqithi, ngoko ke yitshintshe imali phambi kokushiya isiqithi.",,,,,,,,
760,"Kuba I Montevideo ikumazanzi e Equator, kusehlotyeni phaya ngelixa kusebusika kumantla e Hemisphere ngokuntshintshiselana.","Kuba a Montevideo ikumazanzi e Equator, kusehlotyeni phaya ngelixa kusebusika kumantla e Hemisphere ngokuntshintshiselana.","Kuba b Montevideo ikumazanzi e Equator, kusehlotyeni phaya ngelixa kusebusika kumantla e Hemisphere ngokuntshintshiselana.",,,,,,
761,"I Montevideo ikwingingqana ezitshisayo; kwinyanga zehlobo, amaqondo angaphezulu kwe +30°C aqhelekile.","a Montevideo ikwingingqana ezitshisayo; kwinyanga zehlobo, amaqondo angaphezulu kwe +30°C aqhelekile.","b Montevideo ikwingingqana ezitshisayo; kwinyanga zehlobo, amaqondo angaphezulu kwe +30°C aqhelekile.",,,,,,
762,"Ubusika bungakuqhatha ngengqele: amazinga awafane ehle ngaphantsi kokukhenkca,kodwa umoya nokufuma zidibana ukwenza kuvakale kubanda kunakuchazwa yi-thermometer.",,,,,,,,
763,"Akukho maxesha onyaka ""emvula"" ""nawomileyo"": isixa semvula sihlala ngokulinganayo unyaka wonke.",,,,,,,,
764,"Nangona izilwanyana ezininzi kwipaki zikuqhelile ukubona abantu, ubomi basendle bobasendle yaye akufunekanga buphazanyiswe.",,,,,,,,
765,"Ngokwamagunya epaki, hlala ubuncinci iiyadi/iimitha ezili-100 kude neebhere neengcuka kunye neeyadi ezingama-25/iimitha kuzo zonke ezinye izilwanyana zasendle!",,,,,,,,
766,"Nokuba zingajongeka kanjani, inyathi, ielk, ixhama, iibhere, kwaye phantse zonke izilwanyana ezinkulu zingakuhlasela.",,,,,,,,
767,"Nyaka ngamnye, abakhenkethi bayonzakala kuba abagcini mgama ulungileeyo, Ezi zilwanyana zikhulu,zinoburhalarhume kwaye zinobungozi, ngoko ke zinikeni indawo yazo.",,,,,,,,
768,"Ukongeza, lumka wazi ukuba amavumba ayawatsala amabhere nezinye izilwanyana zehlathi, ngoko kulumkele ukuphatha okanye ukupheka ukutya ugcine I nkampu icocekile.","Ukongeza, lumka wazi ukuba amavumba ayawatsala amabhere nezinye izilwanyana zehlathi, ngoko kulumkele ukuphatha okanye ukupheka ukutya ugcine a nkampu icocekile.","Ukongeza, lumka wazi ukuba amavumba ayawatsala amabhere nezinye izilwanyana zehlathi, ngoko kulumkele ukuphatha okanye ukupheka ukutya ugcine b nkampu icocekile.",,,,,,
769,"I-Apia likomkhulu le-Samoa. Idolophu ikwisiqithi se-Upolu futhi sinenani labantu elingaphantsi nje ko-40,000.",,,,,,,,
770,I Apia yasekwa ngo 1850s yaye iyi capital egunyazisiweyo yase of Samoa ukususela ngo 1959.,a Apia yasekwa ngo 1850s yaye iyi capital egunyazisiweyo yase of Samoa ukususela ngo 1959.,b Apia yasekwa ngo 1850s yaye iyi capital egunyazisiweyo yase of Samoa ukususela ngo 1959.,,,,,,
771,"Ihabha yayisisiza senqanawa yomkhosi waselwandle ngo-1889 xa iinqanawa ezisixhenxe ezivela eJamani, e-US, nase-Bhritane zala ukulishiya elo zibuko.",,,,,,,,
772,"Zonke iinqanawa zazika, ngaphandle kwenye yaseBritani. Baphantse babeyi-200 abantu baseMerika nabaseJamani abaphulukana nobomi babo.",,,,,,,,
773,"Ngelixa lomzabalanzo wenkululeko owawuququzelelwa ngumgushuzo we Mau, indibanisela enoxolo yahlangana kwidolophu yanemiphumela yokubulawa kwenkosi u Topua Tamasese Leaof III.",,,,,,,,
774,Luninzi unxweme oluneendawo zokudada ngenxa yokuba i-Auckland iphakathi kwamazibuko amabini. Ezona ndawo zithandwayo zikwimimandla emithathu.,,,,,,,,
775,iindawo ezise-North Shore (kwingingqi ye-North Harbour) zikuLwandlekazi lwePasifiki yaye zisukela e-Long Bay emntla ziye e-Devonport emzantsi.,,,,,,,,
776,Phantse zonke ziilwandle ezinesanti kwaye ezikhuselekileyo ekubhukudeni. Zikwanayo nemithunzi ebangelwa yimiti I pohutukwana.,Phantse zonke ziilwandle ezinesanti kwaye ezikhuselekileyo ekubhukudeni. Zikwanayo nemithunzi ebangelwa yimiti a pohutukwana.,Phantse zonke ziilwandle ezinesanti kwaye ezikhuselekileyo ekubhukudeni. Zikwanayo nemithunzi ebangelwa yimiti b pohutukwana.,,,,,,
777,"Unxweme lweTamaki Drive lukwiZibuko lase-Waitermata, kwindawo yeengcungcu zase-Mission Bay nase-St Helliers, unye ne-St Heliers eCentral Auckland.",,,,,,,,
778,Ngamanye amaxesha ngamalwandle adla ngokuzaliswa zintsapho yaye aneevenkile ezahlukahlukeneyo ezingasenxwemeni. Ukudada kukhuselekile.,,,,,,,,
779,"Utywala basekuhlaleni bonona ""Buthatha indawo yokuqala"", ayibotywala bunzulu, kodwa bumnandi kwaye buyahlaziya. Obunye utywala basekuhlaleni bubizwa ngokuba ""yiManta"".",,,,,,,,
780,"Zininzi iiwayini ezikhoyo, kodwa iiwayini zase-New Zealand nase-Australia zingangcono.",,,,,,,,
781,"Amanzi etephu zasekuhlaleni akhuseleke ngokwaneleyo ukuba aselwe, kodwa ke amanzi asezibhotileni kulula ukuwafumana ukuba uyoyika.",,,,,,,,
782,"Abemi base-Australia, abayiqondi into ‘yekofu emhlophe qhwa'. Imnyama emfutshane yi 'espresso', icappuccino ifakwe phezulu ngekhilimu (ingeyiyo ifroth), kwaye iti ihanjiswe ngaphandle kobisi.",,,,,,,,
783,Ichocolate etshisayo ingokwemigangatho yase Belgia. Iziselo zeziqhamo ziyabiza kodwa zimnandi.,,,,,,,,
784,"Kukho uhambo oluya kuqaqa oluselwandle unyaka wonke, kwaye ukonzakala okubangelwa zezi zinto kule ndawo kunqabile.",,,,,,,,
785,"Sekunjalo, lisebenzise icebiso labasemagunyeni, thobela zonke izalathisi, uze unikele ingqalelo kwizilumkiso zokhuseleko.",,,,,,,,
786,I-Box jellyfish ibakho ngasenxwemeni kunye nangakwichweba lomlambo ukususela ngoOkthobha ukuya kuAprili emntla we-1770. Ngamanye amaxesha zinokufunyanwa ingelilo eli xesha lonyaka.,,,,,,,,
787,"Ookrebe bakhona, kodwa abafane bahlasele abantu. Ookrebe abaninzi bayaboyika abantu kwaye bayababaleka.",,,,,,,,
788,"Iingwenya Zaselwandle azihlali kumanzi olwandle, indawo eyintloko ezihlala kuyo kusemachwebeni omlambo entla kwase-Rockhampton.",,,,,,,,
789,Ukubhukisha ngaphambi kwexesha kunika abakhweli uxolo lwengqondo lokuba baya kuba nendawo ethile yokulala nje akuba befika kwindawo abaya kuyo.,,,,,,,,
790,"Abalungiseleli babahambi babanezivumelwano nehotela ezithile, nagona unokufumana kukwazeka ukubhukisha ezinye indlela zendawo zokufikela, njengendawo zokukhempisha, ngokusebenzisa abalungiseleli babahambi.",,,,,,,,
791,"Iiarhente zokuhamba zihlala zibonelela ngeephakeji eziquka isidlo sakusasa, amalungiselelo okuthuthwa ukuya / ukusuka kwisikhululo seenqwelo-moya okanye uhambo ngepleyini oludityanisiweyo kunye neephakheji zehotele.",,,,,,,,
792,Bayakwazi nokukugcinela ibhukisho lwakho xa usadinga ixesha lokucinga ngesipho okanye usazama ezinye incwadi zokundwendwela kwakho ( umzekelo ivisa).,,,,,,,,
793,Naluphi utshintsho okanye isicelo simele siqale kumcebi wohambo singasiwa ngqo kwihotele.,,,,,,,,
794,"Kwezinye iifestivali, uninzi lwabaya kwiifestivali zomculo baye bagqibe ngokukhempisha kwindawo eza kuba kuyo ifestivali, kwaye abantu abaninzi abaya kuyo bayijonga njengenxalenye ebalulekileyo yamava abo.",,,,,,,,
795,Ukuba ufuna ukuba kufutshane nomfutho kuza kufuneka ukuba ufike kwangoko ufumane indawo yokukhempisha ekufutshane nomculo.,,,,,,,,
796,"Ukhumbule ukuba nangona umculo odlalwa kwiqonga eliyintloko kusenokwenzeka uphelile, kusenokubakho amacandelo efestivali aza kuqhubeka edlala umculo de ubusuku buhambele phambili.",,,,,,,,
797,Ezinye iifestivali siba nendawo zokukhempisha ezilungiselelwe amakhaya nabantwana.,,,,,,,,
798,"Ukuba uza kuhamba kuMntla Baltic ebusika, jonga ukuba igumbi lindawoni, njengoko ukuhamba ekhephini kubangela ingxolo embi kwabo bachaphazelekayo.",,,,,,,,
799,Uhambo lweSaint Petersburg luquka nexesha edolophini. Abahambi baxolelwe kwizinto ezifunekayo zevisa (jonga imimiselo).,,,,,,,,
800,Ikhasino zidla ngokwenza umgudu wokulisebenzisa kakuhle ixesha kunye nemali echithwa ziindwendwe. Iifestile kunye neewotshi zidla ngokungabikho yaye iindawo zokuphuma kunganzima ukuzifumana.,,,,,,,,
801,"Badla ngokuba nokutya okukhethekileyo, iziselo nezinto zolonwabo, ukugcina indwendwe zikwimo eyonwabileyo, baze bazigcini kumasango abo.",,,,,,,,
802,"Ezinye iindawo zibonelela ngeziselo zotywala simahla. Sekunjalo, ukunxila kubangela umntu angakwazi ukwenza izigqibo ezizizo, ngoko abantu abazincutshe zokungcakaza bayakuqonda ukubaluleka kokungaseli.",,,,,,,,
803,"Nabani na ozakuqhuba kwiindawo eziphakemeyo okanye adlule ngapha kweentaba kumele acinge ngokubakho kwekhephu, iqabaka, amaqondo enza iliqhwa.",,,,,,,,
804,"Kwiindlela ezineqabaka nekhephu, ukukhuhleka kuncinci kwaye awunakuqhuba ngokungathi ukwitha eze.",,,,,,,,
805,"Ngesitshingitshane sengqele, ikhephu elanele ukukuxingisa lingawa ngexesha elincinci gqitha.",,,,,,,,
806,Ukubona indlela kungangabi kuhle ngenxa yokuwa kwekhephu okanye ukubhudla kwalo okanye ngenxa yokufuma okanye umkhence okwiifestile zemoto.,,,,,,,,
807,"Kwelinye icala, iimeko zekhephu nomkhence ziqhelekile kumazwe amaninzi yaye ukuhamba kweemoto kuqhubeka ngokwesiqhelo ngaphandle kokuphazamiseka unyaka wonke.",,,,,,,,
808,I-Safari mhlawumbi yeyona itsala abakhenkethi kwi Africa nokuphawwuleka kwendwendwe ezininzi.,,,,,,,,
809,"Igama elithi safari libhekisela ekuhambeni kwilizwe ukuze ubuke izilwanyana zasendle ezimangalisayo zaseAfrika, ingakumbi esavanna.",,,,,,,,
810,"Ezinye izilwanyana ezifana neendlovu kunye neendlulamthi, zidla ngokusondela kakhulu kwiimoto yaye izixhobo eziqhelekileyo zingakwenza ukwazi ukubona kakuhle.",,,,,,,,
811,"Iingonyama, amahlosi, kunye nezingwe zidla ngokuba nentloni yaye iza kuzibona ngcono ngeebhaynotyhula.",,,,,,,,
812,"Isafari ehambayo (ekwabizwa ngokuba “ukuhamba emahlathini”, “isafari enyukayo”, okanye ukuhamba “ngeenyawo”) kuquka ukuhamba imigama emide, mhlawumbi iiyure ezimbalwa okanye iintsuku eziliqela.",,,,,,,,
813,Ii-Paralympics zizoqala ukusukela nge-24 kweyeThupha ukuqhina nge-5 kweyoMsintsi ngo-2021. Emnye imidlalo izodlalelwa kwezinye iindawo e-Japan.,,,,,,,,
814,"I-Tokyo iza kuba siso sodwa isixeko sase-Asia esikhe sabamba imidlalo yee-Olimpiki kabini, ekubeni yayikhe yabamba imihlalo yango-1964.",,,,,,,,
815,"Ukuba uye wabhukisha uhambo ngenqwelo moya kunye nendawo yokuhlala noka-2020 ngaphambi kokuba ukuhlehliswa kuchazwa, kusenokwenzeka ube nemeko engaqinisekanga.",,,,,,,,
816,"Iipolisi zokurhoxisa ziyahluka, kodwa ukususela ekupheleni kukaMatshi, ukurhoxa ngenxa yekhorona bekungadluleli kuJulayi 2020, ixesha apho bekumele kukho imidlalo yeOlimpikhi.",,,,,,,,
817,"Kulindeleke ukuba amatikiti ezinto ezininzi aza kubiza phakathi kwe-¥2,500 ne-¥130,000, yaye amaxabiso aqhelekileyo aya kubiza malunga ne-¥7,000.",,,,,,,,
818,"Ukuayina iimpahla ezingomanga kuzinceda zome. Iihotele ziba neayine nento yokuayinela kuyo onokuziboleka, noba azikho kwigumbi lakho.",,,,,,,,
819,"Ukuba ayifumaneki iayini, okanye awuthandi ukunxiba iikawusi eziayiniweyo ungazama ukusebenzisa umatshini wokomisa iinwele ukuba ukhona.",,,,,,,,
820,"Ulumke ukuba ungavumeli ilaphu litshise kakhulu (into enokwenza ukuba lishwabane, okanye lide litshe)",,,,,,,,
821,"Zinintsi indlela zokucoca manzi, ezinye zisebenza kakhulu ukususa okuxhalabisayo okucacileyo.",,,,,,,,
822,"Kwezinye iindawo ukubilisa amanzi kangangomzuzu kwanele, ngoxa kwezinye ukuwabilisa kangangemizuzu emininzi kufuneka.",,,,,,,,
823,"Izihluzi ziyashiyana ukusebenza kwazo, ukuba unokungaqondi, kumele ucinge ngokuzithengela amanzi akho akwibhotile evalekileyo yenkampani ethembakeleyo.",,,,,,,,
824,Abahamabi bangadibana nezinambuzane zezilwanyane abangaziqhelanga kwiingingqi zakomakwabo.,,,,,,,,
825,"Izinambuzane zingakumosha ukutya, zenze ukuhlupheka, kwimeko ezinzima zibangele ialeji, zandise ithyefu ivenom, okanye zisasaze ulosuleleko.",,,,,,,,
826,"Izifo ezosulelayo ngokwazo, okanye izilwanyana eziyingozi zingabonzakalisa okanye zibabulale abantu, akuye kuthiwe ngubhubhane.",,,,,,,,
827,I-Duty free shopping lithuba lokuthenga izinto kodwa ungabhataliswa itax yaye yenziwa kwezinye indawo.,,,,,,,,
828,"Abahambi abaya kumazwe abiza irhafu eninzi, banokonga imali eninzi ngamanye amaxesha, ingakumbi kwiimveliso ezifana notywala okanye icuba.",,,,,,,,
829,"Indlela eyoluleka phakathi kwe Point Marion ne Fairmont yenza eyona meko icela umngeni kwimeko zokuqhuba kwi Buffalo-Pittsburgh Highway, usoloko udlula rhoqo kwindawo ezinezikhuni.",,,,,,,,
830,"Ukuba awuqhelanga ukuqhuba kwiindlela zasezilalini, hlala uphaphile: iindawo ezehla kakhulu, iindlela ezincinane, kunye neekona zixhaphake kakhulu",,,,,,,,
831,Eziposiweyo izimiselo zesantya ziyaqapheleka ukuba zingeneno kunezangaphambili kwaye iindawana ezithile— ikakhulu u-35-40 mph (56-64 km/h) — kwaye ukuzithobela kubaluleke nangakumbi kunokunye.,,,,,,,,
832,"Kodwa okubangela umdla, iinkqubo zomnxxeba zinamandla apha kunezinye iindlela, umzekelo i-Pennsylvania Wilds.",,,,,,,,
833,"Izinto ezibhakiweyo zaseJamani zimnandi, kwaye eBavaria, zinkulu kwaye ngokufanayo nezo zommelwane wayo osemazantsi, i-Ostriya.",,,,,,,,
834,"Ixhaphikile intlama yeziqhamo, ama-apile ayaphekwa abe yintlama unyaka wonke, wona amaqunube neeplam zenziwa ngehlobo.",,,,,,,,
835,"Ezinye izinto ezibhakwe eJamani zidla ngokuba nee-almonds, ii-hazelnuts kunye namanye amantongomane. Iikeyiki ezithandwayo zidla ngokuhamba kakuhle nekofu esisitshoqolo.",,,,,,,,
836,"Ukuba ufuna encinci kodwa enesondlo ipheysri, zama ngokukwengingqi ibizwa ngokuba yiBerliner, yiPfannkuchen okanye yiKrapfen.",,,,,,,,
837,"Ikhari sisidlo esenziwe ngezipayisi kunye nemifuno eqhwethayo, kuze kufakwe inyama okanye imifuno eluhlaza.",,,,,,,,
838,"I-Curry iyakwazi ""ukoma"" okanye ""ibemanzi"" ngokuxhomekeka kobuninzi bamanzi.",,,,,,,,
839,"Kwimimandla ephakhathi yase India ekuMantla nase Pakistan, iyogathi ixhaphakile ukusetyenziswa kwizityu zekhari; Kwi India eseMazantsi nakunxweme lwekhontinent, ubisi lwekhokhonathi luxhaphakile ukusetyenziswa.",,,,,,,,
840,"Ngenxa yokuba kukho iziqithi eziyi-17 000 ekunokukhethwa kuzo, ukutya kwase-Indonesia ligama eliyingqokelela eliquka ukutya kwemvelo okuvela kwiinginqi ezininzi zesizwe.",,,,,,,,
841,"Ukuba akusetyenziswa amanye amagama okucacisa, eli binzana lithetha ukutya okuvela kwimimandla zombindi nasempuma kwisiqithi saseJava.",,,,,,,,
842,"Ngoku kufumaneka ngokubanzi kwingqokelela yeziqithi, ukutya kwaseJava kuquka izidlo ezinongwe ngokulula, yaye izinongo eziphambili zezidlo zaseJava zidla ngokuba ngamantongomane, itshilisi, iswekile (ingakumbi iswekile yekhokhonathi yaseJava) kunye nezinye izipayisi ezinemvumba elimnandi.",,,,,,,,
843,I Stirrups zizixhasi zomqhubi ezijinga emazantsi enyawo kumacala esadile.,a Stirrups zizixhasi zomqhubi ezijinga emazantsi enyawo kumacala esadile.,b Stirrups zizixhasi zomqhubi ezijinga emazantsi enyawo kumacala esadile.,,,,,,
844,Zimxhasa nangakumbi umkhweli kodwa kungakho inkxalabo ngokhuseleko ngenxa yokuba imilenze yomkhweli ingabambeka kuso.,,,,,,,,
845,"Ukuba inkweli iyawa kwihashe kuze unyawo lwayo lubambeke kwimikhala,ingarhuqwa ukuba ihashe liyabaleka.Ukunciphisa ubungozi, zininzi izinto emaziqatshelwe kuqala.",,,,,,,,
846,"Okokuqala, abakhweli abaninzi banxiba iiibhutsi ezinesithende kunye nesoli etsolo nempuluswa.",,,,,,,,
847,"Okulandelayo, ezinye iSali ingakumbi ezamaNgesi, zinezinto zokhuseleko ezibangela amabhanti esikhumba ukuba aphume kwisale Ukuba atsalelwa ngasemva ngumkhweli owayo.",,,,,,,,
848,"I-Cochamó Valley - yindawo eyintloko yokunyuka amatye e-Chile, ikwaziwa njenge-Yosemite yakuMzantsi Merika, ngenxa yamadonga ahlukahlukeneyo elitye lenyengane.",,,,,,,,
849,Iindawo eziphakamileyo ziquka ukubona izinto ngendlela esemagqabini usencotsheni Abakhweli abavela kuwo onke amazwe ehlabathi bahlala beseka iindlela ezintsha kudonga lwayo olungenasiphelo.,,,,,,,,
850,"Umtshibilizi wokuqengqeleka kwikhephu, equka ukubhabha nokunyuka kwikhephu, yimidlalo exhaphakileyo equka ukudayva usehla kwibala eligqunywe likhephu unxibe I skis okanye snowbhodi eqanyangelwe ezinyaweni zakho.","Umtshibilizi wokuqengqeleka kwikhephu, equka ukubhabha nokunyuka kwikhephu, yimidlalo exhaphakileyo equka ukudayva usehla kwibala eligqunywe likhephu unxibe a skis okanye snowbhodi eqanyangelwe ezinyaweni zakho.","Umtshibilizi wokuqengqeleka kwikhephu, equka ukubhabha nokunyuka kwikhephu, yimidlalo exhaphakileyo equka ukudayva usehla kwibala eligqunywe likhephu unxibe b skis okanye snowbhodi eqanyangelwe ezinyaweni zakho.",,,,,,
851,"Ukundiza yeyona nquleqhu yokuhambahamba enabalandeli abanintsi, eyaziwa ngamanye amaxa njenge “ski bums”, abaceba ukuchitha iholide ngokundiza kwingingqi ethile.",,,,,,,,
852,Kudala yabakho into yokutyibiliza emkhenceni — imizobo esemiqolombeni ibonisa abatyibilizi bangoo-5000 BC!,,,,,,,,
853,"Ukwehla encotsheni njengomdlalo kungalandwa kwi 17th century, kwaye ngo 1861 iklabhu yokuqala yokutshibiliza yavulwa ngama Norwegia e-Australia.",,,,,,,,
854,"Ukukhempisha nge-ski: Le nto yenziwayo kuthiwa kukunyuka intaba nge-ski, ukuthorisha nge-ski okanye i-backcountry ski.",,,,,,,,
855,"Inxulumene kodwa ayidli ngakubandakanya I sitayela se alpine ski sokuthorisha okanye ukunambela iintaba, le yamva yenziwa kwintaba enyukayo yaye idinga iskis ezomeleleyo nebhutsi.","Inxulumene kodwa ayidli ngakubandakanya a sitayela se alpine ski sokuthorisha okanye ukunambela iintaba, le yamva yenziwa kwintaba enyukayo yaye idinga iskis ezomeleleyo nebhutsi.","Inxulumene kodwa ayidli ngakubandakanya b sitayela se alpine ski sokuthorisha okanye ukunambela iintaba, le yamva yenziwa kwintaba enyukayo yaye idinga iskis ezomeleleyo nebhutsi.",,,,,,
856,Indlela yokwenza i-ski yibone ngendlela efanayo nendlela ekuhanjwa kuyo xa kunyukwa intaba.,,,,,,,,
857,"Xa iimeko zivuma, uza kukwazi ukuhamba imigama emide kunokba kunjalo xa uhamba ngenyawo – kodwa awuzufane uhambe ngesantya sokwenza i-ski usebenzisa iintonga ungaxwayanga ubhaka kwiindlela ezilungisiweyo.",,,,,,,,
858,"IYurophu yikhontinenti encinane kona kodwa inamazwe amaninzi azimeleyo. Phansti kweemeko eziqhelekileyo, ukukhenketha kumazwe amaninzi kungathetha ukuba usoloko uaplayela ivisa nepasi amatyeli amanizi.",,,,,,,,
859,"I-Schengen zone, nangona, isebenza ngokungathi oku kwe lizwe elinye.",,,,,,,,
860,"Ukuba uhlala kule ndawo, uza kudlula kwimida ngaphandle kokuba ugqithe kwiindawo ezihlola iipasipothi kwakhona.",,,,,,,,
861,"Ngokufanyo, xa uneSchengen visa, akuyomfuneko ukuba ufake izicelo zevisa zamazwe ahlukahlukeneyo akwiSchengen, loo nto ikongela ixesha, imali nokugcwalisa amaphepha.",,,,,,,,
862,Ayikho ingcaciso eyamkelwa emhlabeni wonke echaza ukuba ziintoni izinto zakudala. Ezinye iiarhente zerhafu zithi izinto ezingaphezu kweminyaka eyi-100 zizinto zakudala.,,,,,,,,
863,Ingcaciso iyahluka ngokweendawo apho umlinganiselo wobudala usenokubamfutshane kwiindawo ezifana naseMntla Merika kunaseYurophu.,,,,,,,,
864,"Iimveliso ezenziwe ngesandla kungathiwa zizinto zakudala, nangona zisenokuba zintsha kunezinye izinto ezifanayo eziveliswa zininzi.",,,,,,,,
865,"Ukwalusa iiReindeer yindlela yokuziphilisa ebalulekileyo kumaSámi, ibe isiko elinokuthanani nolu shishino lubalulekile nakwanye abantu abenza eminye imisebenzi.",,,,,,,,
866,"Nangokwesiko, nangona, hayi onke ama-Sámi anesandla ekuzingelweni kwamahlumela ngamandla, baphile ngokuloba, ukuzingela nokunjalo, benamahlumela njengezilwanyane zomsebenzi.",,,,,,,,
867,"Kule mihla ama Sámi amaninzi asebenza kushishino lwalwamaxesha. Ukhenketho yeyona ngeniso eSápmi, kwindawo yama Sám.",,,,,,,,
868,"Nangona lisetyenziswa kakhulu, ingakumbi kwabanngengawo amaRomani, igama u-""Gypsy"" lijongwa njengesithuko kuba lidityaniswa neengcinga ezimbi fkunye nokubacingela kakubi abantu abangamaRomani.",,,,,,,,
869,"Ukuba ilizwe oza kulityelella liba namacebiso okutyelela, i-inshorensi yakho yokuhamba okanye i-inshorensi yakho yokurhoxisa uhambo ingachaphazeleka.",,,,,,,,
870,"Ungathanda nokujonga icebiso likarhulumente endaweni yelakho kuphela, kodwa ingcebiso yakhe yenzelwe abahlali babo.",,,,,,,,
871,"Umzekelo omnye, abahlali base-Melika e-Middle East bangadibana neemeko ezohlukileyo kunabantu base-Yurophu okanye ama-Arab.",,,,,,,,
872,Iingcebiso lushwankathelo lweemeko zezopolitiko zelinye ilizwe.,,,,,,,,
873,"Izimvo ezichaziweyo zisoloko zibuqalekisa, ziquka kwaye zicalulwe kakhulu xa uzithelekisa neengcombolo ezifumaneka kwezinye iindawo.",,,,,,,,
